"","species","scientificName","longitude","latitude","elevation","countryCode","stateProvince","day","month","year","eventDate","endDayOfYear"
"3039","Aeshna cyanea","Aeshna cyanea Müller, 1764",13.529339,52.466049,NA,"DE",NA,3,8,2019,2019-08-03,NA
"3040","Aeshna cyanea","Aeshna cyanea Müller, 1764",13.246503,52.622002,NA,"DE",NA,4,8,2019,2019-08-04,NA
"3041","Aeshna cyanea","Aeshna cyanea Müller, 1764",9.960765,53.594288,NA,"DE",NA,4,8,2019,2019-08-04,NA
"3042","Aeshna cyanea","Aeshna cyanea Müller, 1764",7.804773,53.288925,NA,"DE",NA,2,8,2019,2019-08-02,NA
"3043","Aeshna cyanea","Aeshna cyanea Müller, 1764",9.610666,52.306095,NA,"DE",NA,3,8,2019,2019-08-03,NA
"3044","Aeshna cyanea","Aeshna cyanea Müller, 1764",7.320166,50.960957,NA,"DE",NA,5,8,2019,2019-08-05,NA
"3045","Aeshna cyanea","Aeshna cyanea Müller, 1764",9.803185,52.50169,NA,"DE",NA,3,8,2019,2019-08-03,NA
"3046","Aeshna cyanea","Aeshna cyanea Müller, 1764",12.461038,47.781242,NA,"DE",NA,4,8,2019,2019-08-04,NA
"3047","Aeshna cyanea","Aeshna cyanea Müller, 1764",12.308123,50.750645,NA,"DE",NA,4,8,2019,2019-08-04,NA
"3048","Aeshna cyanea","Aeshna cyanea Müller, 1764",8.085871,52.571457,NA,"DE",NA,4,8,2019,2019-08-04,NA
"3049","Aeshna cyanea","Aeshna cyanea Müller, 1764",6.148289,50.829205,NA,"DE",NA,2,8,2019,2019-08-02,NA
"3050","Aeshna cyanea","Aeshna cyanea Müller, 1764",6.769102,50.957851,NA,"DE",NA,4,8,2019,2019-08-04,NA
"3051","Aeshna cyanea","Aeshna cyanea Müller, 1764",7.764732,49.428753,NA,"DE",NA,3,8,2019,2019-08-03,NA
"3052","Aeshna cyanea","Aeshna cyanea Müller, 1764",6.965199,51.470909,NA,"DE",NA,2,8,2019,2019-08-02,NA
"3053","Aeshna cyanea","Aeshna cyanea Müller, 1764",9.283603,50.758186,NA,"DE",NA,2,8,2019,2019-08-02,NA
"3054","Aeshna cyanea","Aeshna cyanea Müller, 1764",12.225335,49.854012,NA,"DE",NA,4,8,2019,2019-08-04,NA
"3055","Aeshna cyanea","Aeshna cyanea Müller, 1764",7.087571,53.432663,NA,"DE",NA,4,8,2019,2019-08-04,NA
"3056","Aeshna cyanea","Aeshna cyanea Müller, 1764",10.170937,53.650539,NA,"DE",NA,2,8,2019,2019-08-02,NA
"3057","Aeshna cyanea","Aeshna cyanea Müller, 1764",10.451023,51.91853,NA,"DE",NA,4,8,2019,2019-08-04,NA
"3058","Aeshna cyanea","Aeshna cyanea Müller, 1764",9.346561,49.130131,NA,"DE",NA,2,8,2019,2019-08-02,NA
"3059","Aeshna cyanea","Aeshna cyanea Müller, 1764",7.473956,52.275124,NA,"DE",NA,2,8,2019,2019-08-02,NA
"3060","Aeshna cyanea","Aeshna cyanea Müller, 1764",8.530626,49.448151,NA,"DE",NA,4,8,2019,2019-08-04,NA
"3061","Aeshna cyanea","Aeshna cyanea Müller, 1764",13.125656,52.542538,NA,"DE",NA,4,8,2019,2019-08-04,NA
"3062","Aeshna cyanea","Aeshna cyanea Müller, 1764",10.263044,53.529728,NA,"DE",NA,2,8,2019,2019-08-02,NA
"3064","Aeshna cyanea","Aeshna cyanea Müller, 1764",13.188554,54.260082,NA,"DE",NA,2,8,2019,2019-08-02,NA
"3065","Aeshna cyanea","Aeshna cyanea Müller, 1764",8.831809,48.863758,NA,"DE",NA,2,8,2019,2019-08-02,NA
"3066","Aeshna cyanea","Aeshna cyanea Müller, 1764",7.073804,50.679104,NA,"DE",NA,4,8,2019,2019-08-04,NA
"3067","Aeshna cyanea","Aeshna cyanea Müller, 1764",9.742972,54.720432,NA,"DE",NA,3,8,2019,2019-08-03,NA
"3068","Aeshna cyanea","Aeshna cyanea Müller, 1764",8.758343,52.866875,NA,"DE",NA,2,8,2019,2019-08-02,NA
"3070","Aeshna cyanea","Aeshna cyanea Müller, 1764",9.170615,48.846214,NA,"DE",NA,4,8,2019,2019-08-04,NA
"3117","Aeshna cyanea","Aeshna cyanea Müller, 1764",4.783368,50.629811,NA,"BE","Wallonie",4,8,2019,2019-08-04,NA
"3121","Aeshna cyanea","Aeshna cyanea Müller, 1764",12.749067,47.758852,NA,"DE","Bayern",5,8,2019,2019-08-05,NA
"3123","Aeshna cyanea","Aeshna cyanea Müller, 1764",8.570883,49.063012,NA,"DE","Baden-Württemberg",1,8,2019,2019-08-01,NA
"3124","Aeshna cyanea","Aeshna cyanea Müller, 1764",13.804991,47.803517,NA,"AT","Oberösterreich",5,8,2019,2019-08-05,NA
"3133","Aeshna cyanea","Aeshna cyanea Müller, 1764",12.74908,47.758831,NA,"DE","Bayern",7,8,2019,2019-08-07,NA
"3137","Aeshna cyanea","Aeshna cyanea Müller, 1764",12.74911,47.758854,NA,"DE","Bayern",8,8,2019,2019-08-08,NA
"3138","Aeshna cyanea","Aeshna cyanea Müller, 1764",12.749019,47.758883,NA,"DE","Bayern",8,8,2019,2019-08-08,NA
"3231","Aeshna cyanea","Aeshna cyanea Müller, 1764",7.071076,50.488045,NA,"DE",NA,4,8,2019,2019-08-04,NA
"3232","Aeshna cyanea","Aeshna cyanea Müller, 1764",8.963966,48.740292,NA,"DE",NA,6,8,2019,2019-08-06,NA
"3233","Aeshna cyanea","Aeshna cyanea Müller, 1764",9.638313,48.343594,NA,"DE",NA,8,8,2019,2019-08-08,NA
"3234","Aeshna cyanea","Aeshna cyanea Müller, 1764",9.064663,52.00256,NA,"DE",NA,7,8,2019,2019-08-07,NA
"3235","Aeshna cyanea","Aeshna cyanea Müller, 1764",6.48622,50.767395,NA,"DE",NA,6,8,2019,2019-08-06,NA
"3236","Aeshna cyanea","Aeshna cyanea Müller, 1764",9.918392,54.331051,NA,"DE",NA,10,8,2019,2019-08-10,NA
"3237","Aeshna cyanea","Aeshna cyanea Müller, 1764",8.558105,53.5854,NA,"DE",NA,7,8,2019,2019-08-07,NA
"3238","Aeshna cyanea","Aeshna cyanea Müller, 1764",12.47726,50.678741,NA,"DE",NA,11,8,2019,2019-08-11,NA
"3239","Aeshna cyanea","Aeshna cyanea Müller, 1764",10.369898,47.507442,NA,"DE",NA,4,8,2019,2019-08-04,NA
"3240","Aeshna cyanea","Aeshna cyanea Müller, 1764",13.055082,48.555416,NA,"DE",NA,11,8,2019,2019-08-11,NA
"3241","Aeshna cyanea","Aeshna cyanea Müller, 1764",8.907829,49.988293,NA,"DE",NA,5,8,2019,2019-08-05,NA
"3242","Aeshna cyanea","Aeshna cyanea Müller, 1764",9.336057,52.109425,NA,"DE",NA,5,8,2019,2019-08-05,NA
"3243","Aeshna cyanea","Aeshna cyanea Müller, 1764",7.464633,51.535892,NA,"DE",NA,4,8,2019,2019-08-04,NA
"3244","Aeshna cyanea","Aeshna cyanea Müller, 1764",10.258742,50.542686,NA,"DE",NA,5,8,2019,2019-08-05,NA
"3245","Aeshna cyanea","Aeshna cyanea Müller, 1764",8.615834,53.066326,NA,"DE",NA,11,8,2019,2019-08-11,NA
"3246","Aeshna cyanea","Aeshna cyanea Müller, 1764",8.820591,48.901169,NA,"DE",NA,10,8,2019,2019-08-10,NA
"3247","Aeshna cyanea","Aeshna cyanea Müller, 1764",14.909906,51.069126,NA,"DE",NA,11,8,2019,2019-08-11,NA
"3248","Aeshna cyanea","Aeshna cyanea Müller, 1764",9.138126,48.751694,NA,"DE",NA,4,8,2019,2019-08-04,NA
"3249","Aeshna cyanea","Aeshna cyanea Müller, 1764",13.793658,51.134789,NA,"DE",NA,7,8,2019,2019-08-07,NA
"3250","Aeshna cyanea","Aeshna cyanea Müller, 1764",12.477417,50.678619,NA,"DE",NA,10,8,2019,2019-08-10,NA
"3252","Aeshna cyanea","Aeshna cyanea Müller, 1764",10.592151,52.986515,NA,"DE",NA,14,8,2019,2019-08-14,NA
"3253","Aeshna cyanea","Aeshna cyanea Müller, 1764",8.636778,50.286026,NA,"DE",NA,10,8,2019,2019-08-10,NA
"3254","Aeshna cyanea","Aeshna cyanea Müller, 1764",6.359888,50.928577,NA,"DE",NA,17,8,2019,2019-08-17,NA
"3255","Aeshna cyanea","Aeshna cyanea Müller, 1764",8.364958,48.527069,NA,"DE",NA,11,8,2019,2019-08-11,NA
"3256","Aeshna cyanea","Aeshna cyanea Müller, 1764",7.12781,50.708038,NA,"DE",NA,8,8,2019,2019-08-08,NA
"3257","Aeshna cyanea","Aeshna cyanea Müller, 1764",9.170615,48.846214,NA,"DE",NA,10,8,2019,2019-08-10,NA
"3258","Aeshna cyanea","Aeshna cyanea Müller, 1764",7.268844,53.263321,NA,"DE",NA,11,8,2019,2019-08-11,NA
"3259","Aeshna cyanea","Aeshna cyanea Müller, 1764",11.874872,49.552811,NA,"DE",NA,12,8,2019,2019-08-12,NA
"3260","Aeshna cyanea","Aeshna cyanea Müller, 1764",6.352605,50.564682,NA,"DE",NA,3,8,2019,2019-08-03,NA
"3261","Aeshna cyanea","Aeshna cyanea Müller, 1764",8.0939,52.252678,NA,"DE",NA,9,8,2019,2019-08-09,NA
"3262","Aeshna cyanea","Aeshna cyanea Müller, 1764",8.713913,49.297848,NA,"DE",NA,2,8,2019,2019-08-02,NA
"3263","Aeshna cyanea","Aeshna cyanea Müller, 1764",7.785437,53.210293,NA,"DE",NA,11,8,2019,2019-08-11,NA
"3264","Aeshna cyanea","Aeshna cyanea Müller, 1764",14.027812,50.947514,NA,"DE",NA,11,8,2019,2019-08-11,NA
"3265","Aeshna cyanea","Aeshna cyanea Müller, 1764",7.503596,49.420029,NA,"DE",NA,8,8,2019,2019-08-08,NA
"3266","Aeshna cyanea","Aeshna cyanea Müller, 1764",8.662434,51.985729,NA,"DE",NA,9,8,2019,2019-08-09,NA
"3267","Aeshna cyanea","Aeshna cyanea Müller, 1764",8.679714,49.869083,NA,"DE",NA,8,8,2019,2019-08-08,NA
"3268","Aeshna cyanea","Aeshna cyanea Müller, 1764",8.269623,50.284386,NA,"DE",NA,4,8,2019,2019-08-04,NA
"3269","Aeshna cyanea","Aeshna cyanea Müller, 1764",8.77002,49.231712,NA,"DE",NA,9,8,2019,2019-08-09,NA
"3270","Aeshna cyanea","Aeshna cyanea Müller, 1764",11.048412,48.048473,NA,"DE",NA,15,8,2019,2019-08-15,NA
"3271","Aeshna cyanea","Aeshna cyanea Müller, 1764",8.906928,50.109055,NA,"DE",NA,11,8,2019,2019-08-11,NA
"3272","Aeshna cyanea","Aeshna cyanea Müller, 1764",8.505736,50.308449,NA,"DE",NA,10,8,2019,2019-08-10,NA
"3273","Aeshna cyanea","Aeshna cyanea Müller, 1764",8.757886,50.231224,NA,"DE",NA,11,8,2019,2019-08-11,NA
"3274","Aeshna cyanea","Aeshna cyanea Müller, 1764",9.187702,48.87244,NA,"DE",NA,5,8,2019,2019-08-05,NA
"3275","Aeshna cyanea","Aeshna cyanea Müller, 1764",13.441135,52.713581,NA,"DE",NA,10,8,2019,2019-08-10,NA
"3277","Aeshna cyanea","Aeshna cyanea Müller, 1764",10.523519,49.093178,NA,"DE",NA,6,8,2019,2019-08-06,NA
"3278","Aeshna cyanea","Aeshna cyanea Müller, 1764",13.618937,51.130527,NA,"DE",NA,11,8,2019,2019-08-11,NA
"3279","Aeshna cyanea","Aeshna cyanea Müller, 1764",10.392742,53.233128,NA,"DE",NA,10,8,2019,2019-08-10,NA
"3280","Aeshna cyanea","Aeshna cyanea Müller, 1764",9.527266,48.788189,NA,"DE",NA,11,8,2019,2019-08-11,NA
"3281","Aeshna cyanea","Aeshna cyanea Müller, 1764",8.837545,49.834015,NA,"DE",NA,11,8,2019,2019-08-11,NA
"3282","Aeshna cyanea","Aeshna cyanea Müller, 1764",8.867579,53.102322,NA,"DE",NA,5,8,2019,2019-08-05,NA
"3283","Aeshna cyanea","Aeshna cyanea Müller, 1764",11.125595,48.624638,NA,"DE",NA,8,8,2019,2019-08-08,NA
"3285","Aeshna cyanea","Aeshna cyanea Müller, 1764",8.14235,49.140987,NA,"DE",NA,4,8,2019,2019-08-04,NA
"3286","Aeshna cyanea","Aeshna cyanea Müller, 1764",11.379022,48.19418,NA,"DE",NA,5,8,2019,2019-08-05,NA
"3287","Aeshna cyanea","Aeshna cyanea Müller, 1764",13.6191,51.130516,NA,"DE",NA,9,8,2019,2019-08-09,NA
"3288","Aeshna cyanea","Aeshna cyanea Müller, 1764",10.193677,48.732372,NA,"DE",NA,7,8,2019,2019-08-07,NA
"3289","Aeshna cyanea","Aeshna cyanea Müller, 1764",9.422665,49.121075,NA,"DE",NA,6,8,2019,2019-08-06,NA
"3290","Aeshna cyanea","Aeshna cyanea Müller, 1764",12.526823,49.192509,NA,"DE",NA,6,8,2019,2019-08-06,NA
"3291","Aeshna cyanea","Aeshna cyanea Müller, 1764",13.823134,53.15403,NA,"DE",NA,10,8,2019,2019-08-10,NA
"3292","Aeshna cyanea","Aeshna cyanea Müller, 1764",9.741982,51.881615,NA,"DE",NA,8,8,2019,2019-08-08,NA
"3293","Aeshna cyanea","Aeshna cyanea Müller, 1764",7.128095,50.952023,NA,"DE",NA,10,8,2019,2019-08-10,NA
"3294","Aeshna cyanea","Aeshna cyanea Müller, 1764",7.995184,51.958714,NA,"DE",NA,11,8,2019,2019-08-11,NA
"3295","Aeshna cyanea","Aeshna cyanea Müller, 1764",6.756104,49.37178,NA,"DE",NA,9,8,2019,2019-08-09,NA
"3296","Aeshna cyanea","Aeshna cyanea Müller, 1764",14.909906,51.069126,NA,"DE",NA,13,8,2019,2019-08-13,NA
"3297","Aeshna cyanea","Aeshna cyanea Müller, 1764",10.144866,53.611835,NA,"DE",NA,11,8,2019,2019-08-11,NA
"3298","Aeshna cyanea","Aeshna cyanea Müller, 1764",12.944847,48.492023,NA,"DE",NA,4,8,2019,2019-08-04,NA
"3299","Aeshna cyanea","Aeshna cyanea Müller, 1764",11.098499,50.323082,NA,"DE",NA,10,8,2019,2019-08-10,NA
"3300","Aeshna cyanea","Aeshna cyanea Müller, 1764",8.966614,50.406498,NA,"DE",NA,14,8,2019,2019-08-14,NA
"3301","Aeshna cyanea","Aeshna cyanea Müller, 1764",6.988447,49.237865,NA,"DE",NA,11,8,2019,2019-08-11,NA
"3302","Aeshna cyanea","Aeshna cyanea Müller, 1764",7.020195,50.713234,NA,"DE",NA,11,8,2019,2019-08-11,NA
"3304","Aeshna cyanea","Aeshna cyanea Müller, 1764",9.630478,51.835014,NA,"DE",NA,4,8,2019,2019-08-04,NA
"3305","Aeshna cyanea","Aeshna cyanea Müller, 1764",10.837835,48.260948,NA,"DE",NA,5,8,2019,2019-08-05,NA
"3307","Aeshna cyanea","Aeshna cyanea Müller, 1764",8.978198,47.823578,NA,"DE",NA,11,8,2019,2019-08-11,NA
"3308","Aeshna cyanea","Aeshna cyanea Müller, 1764",8.661725,49.761101,NA,"DE",NA,8,8,2019,2019-08-08,NA
"3309","Aeshna cyanea","Aeshna cyanea Müller, 1764",8.446037,50.097504,NA,"DE",NA,11,8,2019,2019-08-11,NA
"3311","Aeshna cyanea","Aeshna cyanea Müller, 1764",8.744868,49.60881,NA,"DE",NA,11,8,2019,2019-08-11,NA
"3312","Aeshna cyanea","Aeshna cyanea Müller, 1764",8.00046,51.043667,NA,"DE",NA,11,8,2019,2019-08-11,NA
"3313","Aeshna cyanea","Aeshna cyanea Müller, 1764",13.215076,52.547497,NA,"DE",NA,11,8,2019,2019-08-11,NA
"3314","Aeshna cyanea","Aeshna cyanea Müller, 1764",6.214226,50.768482,NA,"DE",NA,4,8,2019,2019-08-04,NA
"3315","Aeshna cyanea","Aeshna cyanea Müller, 1764",14.467167,51.089149,NA,"DE",NA,11,8,2019,2019-08-11,NA
"3316","Aeshna cyanea","Aeshna cyanea Müller, 1764",11.519859,48.101276,NA,"DE",NA,11,8,2019,2019-08-11,NA
"3317","Aeshna cyanea","Aeshna cyanea Müller, 1764",8.461164,49.991314,NA,"DE",NA,4,8,2019,2019-08-04,NA
"3318","Aeshna cyanea","Aeshna cyanea Müller, 1764",8.633198,49.95335,NA,"DE",NA,11,8,2019,2019-08-11,NA
"3319","Aeshna cyanea","Aeshna cyanea Müller, 1764",8.145982,48.690933,NA,"DE",NA,9,8,2019,2019-08-09,NA
"3320","Aeshna cyanea","Aeshna cyanea Müller, 1764",7.151665,50.997818,NA,"DE",NA,5,8,2019,2019-08-05,NA
"3321","Aeshna cyanea","Aeshna cyanea Müller, 1764",6.765886,49.860222,NA,"DE",NA,6,8,2019,2019-08-06,NA
"3322","Aeshna cyanea","Aeshna cyanea Müller, 1764",8.754638,49.414314,NA,"DE",NA,8,8,2019,2019-08-08,NA
"3323","Aeshna cyanea","Aeshna cyanea Müller, 1764",10.931911,53.545815,NA,"DE",NA,10,8,2019,2019-08-10,NA
"3324","Aeshna cyanea","Aeshna cyanea Müller, 1764",9.119468,51.162712,NA,"DE",NA,8,8,2019,2019-08-08,NA
"3325","Aeshna cyanea","Aeshna cyanea Müller, 1764",8.448721,49.961475,NA,"DE",NA,11,8,2019,2019-08-11,NA
"3326","Aeshna cyanea","Aeshna cyanea Müller, 1764",11.440716,53.605698,NA,"DE",NA,12,8,2019,2019-08-12,NA
"3327","Aeshna cyanea","Aeshna cyanea Müller, 1764",9.399566,48.850269,NA,"DE",NA,11,8,2019,2019-08-11,NA
"3328","Aeshna cyanea","Aeshna cyanea Müller, 1764",10.117454,53.671825,NA,"DE",NA,6,8,2019,2019-08-06,NA
"3329","Aeshna cyanea","Aeshna cyanea Müller, 1764",8.359188,49.986202,NA,"DE",NA,11,8,2019,2019-08-11,NA
"3330","Aeshna cyanea","Aeshna cyanea Müller, 1764",10.209416,50.493099,NA,"DE",NA,11,8,2019,2019-08-11,NA
"3331","Aeshna cyanea","Aeshna cyanea Müller, 1764",6.377478,51.281731,NA,"DE",NA,15,8,2019,2019-08-15,NA
"3332","Aeshna cyanea","Aeshna cyanea Müller, 1764",8.623457,53.458244,NA,"DE",NA,6,8,2019,2019-08-06,NA
"3333","Aeshna cyanea","Aeshna cyanea Müller, 1764",10.607905,54.289207,NA,"DE",NA,11,8,2019,2019-08-11,NA
"3334","Aeshna cyanea","Aeshna cyanea Müller, 1764",8.198352,53.146305,NA,"DE",NA,11,8,2019,2019-08-11,NA
"3335","Aeshna cyanea","Aeshna cyanea Müller, 1764",10.16425,53.630386,NA,"DE",NA,11,8,2019,2019-08-11,NA
"3336","Aeshna cyanea","Aeshna cyanea Müller, 1764",10.085398,53.690334,NA,"DE",NA,11,8,2019,2019-08-11,NA
"3337","Aeshna cyanea","Aeshna cyanea Müller, 1764",9.578854,48.910198,NA,"DE",NA,8,8,2019,2019-08-08,NA
"3338","Aeshna cyanea","Aeshna cyanea Müller, 1764",6.77527,49.303951,NA,"DE",NA,12,8,2019,2019-08-12,NA
"3339","Aeshna cyanea","Aeshna cyanea Müller, 1764",14.909906,51.069126,NA,"DE",NA,11,8,2019,2019-08-11,NA
"3340","Aeshna cyanea","Aeshna cyanea Müller, 1764",9.704361,54.130447,NA,"DE",NA,11,8,2019,2019-08-11,NA
"3341","Aeshna cyanea","Aeshna cyanea Müller, 1764",10.365923,51.352753,NA,"DE",NA,12,8,2019,2019-08-12,NA
"3343","Aeshna cyanea","Aeshna cyanea Müller, 1764",6.645788,51.344658,NA,"DE",NA,11,8,2019,2019-08-11,NA
"3344","Aeshna cyanea","Aeshna cyanea Müller, 1764",9.34427,49.055969,NA,"DE",NA,11,8,2019,2019-08-11,NA
"3345","Aeshna cyanea","Aeshna cyanea Müller, 1764",11.085731,48.101334,NA,"DE",NA,11,8,2019,2019-08-11,NA
"3346","Aeshna cyanea","Aeshna cyanea Müller, 1764",8.763898,49.462105,NA,"DE",NA,11,8,2019,2019-08-11,NA
"3347","Aeshna cyanea","Aeshna cyanea Müller, 1764",11.187166,47.687733,NA,"DE",NA,4,8,2019,2019-08-04,NA
"3348","Aeshna cyanea","Aeshna cyanea Müller, 1764",9.66016,50.887638,NA,"DE",NA,9,8,2019,2019-08-09,NA
"3349","Aeshna cyanea","Aeshna cyanea Müller, 1764",8.658,53.073982,NA,"DE",NA,10,8,2019,2019-08-10,NA
"3350","Aeshna cyanea","Aeshna cyanea Müller, 1764",8.463033,53.12138,NA,"DE",NA,11,8,2019,2019-08-11,NA
"3351","Aeshna cyanea","Aeshna cyanea Müller, 1764",7.045541,52.430889,NA,"DE",NA,16,8,2019,2019-08-16,NA
"3352","Aeshna cyanea","Aeshna cyanea Müller, 1764",7.593627,51.251614,NA,"DE",NA,6,8,2019,2019-08-06,NA
"3353","Aeshna cyanea","Aeshna cyanea Müller, 1764",8.831709,48.863712,NA,"DE",NA,11,8,2019,2019-08-11,NA
"3354","Aeshna cyanea","Aeshna cyanea Müller, 1764",8.97893,50.547588,NA,"DE",NA,11,8,2019,2019-08-11,NA
"3355","Aeshna cyanea","Aeshna cyanea Müller, 1764",7.233048,51.538158,NA,"DE",NA,9,8,2019,2019-08-09,NA
"3356","Aeshna cyanea","Aeshna cyanea Müller, 1764",7.337771,50.280548,NA,"DE",NA,4,8,2019,2019-08-04,NA
"3357","Aeshna cyanea","Aeshna cyanea Müller, 1764",14.962101,50.849346,NA,"DE",NA,5,8,2019,2019-08-05,NA
"3358","Aeshna cyanea","Aeshna cyanea Müller, 1764",10.391936,51.25008,NA,"DE",NA,9,8,2019,2019-08-09,NA
"3359","Aeshna cyanea","Aeshna cyanea Müller, 1764",7.978704,51.442993,NA,"DE",NA,9,8,2019,2019-08-09,NA
"3360","Aeshna cyanea","Aeshna cyanea Müller, 1764",6.585423,51.315166,NA,"DE",NA,8,8,2019,2019-08-08,NA
"3361","Aeshna cyanea","Aeshna cyanea Müller, 1764",7.448624,50.448826,NA,"DE",NA,11,8,2019,2019-08-11,NA
"3362","Aeshna cyanea","Aeshna cyanea Müller, 1764",8.510859,49.224083,NA,"DE",NA,11,8,2019,2019-08-11,NA
"3363","Aeshna cyanea","Aeshna cyanea Müller, 1764",6.615879,49.449284,NA,"DE",NA,5,8,2019,2019-08-05,NA
"3364","Aeshna cyanea","Aeshna cyanea Müller, 1764",10.595363,53.341358,NA,"DE",NA,5,8,2019,2019-08-05,NA
"3365","Aeshna cyanea","Aeshna cyanea Müller, 1764",10.930433,51.471687,NA,"DE",NA,8,8,2019,2019-08-08,NA
"3366","Aeshna cyanea","Aeshna cyanea Müller, 1764",7.113891,51.018135,NA,"DE",NA,11,8,2019,2019-08-11,NA
"3367","Aeshna cyanea","Aeshna cyanea Müller, 1764",12.140783,49.391335,NA,"DE",NA,4,8,2019,2019-08-04,NA
"3368","Aeshna cyanea","Aeshna cyanea Müller, 1764",8.491,49.435539,NA,"DE",NA,11,8,2019,2019-08-11,NA
"3369","Aeshna cyanea","Aeshna cyanea Müller, 1764",8.466985,48.926819,NA,"DE",NA,11,8,2019,2019-08-11,NA
"3370","Aeshna cyanea","Aeshna cyanea Müller, 1764",10.004755,53.748466,NA,"DE",NA,11,8,2019,2019-08-11,NA
"3371","Aeshna cyanea","Aeshna cyanea Müller, 1764",7.134482,50.668095,NA,"DE",NA,10,8,2019,2019-08-10,NA
"3372","Aeshna cyanea","Aeshna cyanea Müller, 1764",9.956178,51.55624,NA,"DE",NA,10,8,2019,2019-08-10,NA
"3373","Aeshna cyanea","Aeshna cyanea Müller, 1764",7.003857,50.967815,NA,"DE",NA,12,8,2019,2019-08-12,NA
"3374","Aeshna cyanea","Aeshna cyanea Müller, 1764",7.822199,50.852894,NA,"DE",NA,11,8,2019,2019-08-11,NA
"3375","Aeshna cyanea","Aeshna cyanea Müller, 1764",11.670169,48.321095,NA,"DE",NA,11,8,2019,2019-08-11,NA
"3376","Aeshna cyanea","Aeshna cyanea Müller, 1764",10.202738,49.068657,NA,"DE",NA,8,8,2019,2019-08-08,NA
"3377","Aeshna cyanea","Aeshna cyanea Müller, 1764",7.924489,53.26469,NA,"DE",NA,8,8,2019,2019-08-08,NA
"3378","Aeshna cyanea","Aeshna cyanea Müller, 1764",9.083336,49.782986,NA,"DE",NA,11,8,2019,2019-08-11,NA
"3379","Aeshna cyanea","Aeshna cyanea Müller, 1764",10.726915,54.241287,NA,"DE",NA,11,8,2019,2019-08-11,NA
"3380","Aeshna cyanea","Aeshna cyanea Müller, 1764",7.806375,53.059383,NA,"DE",NA,10,8,2019,2019-08-10,NA
"3381","Aeshna cyanea","Aeshna cyanea Müller, 1764",6.439437,51.218052,NA,"DE",NA,8,8,2019,2019-08-08,NA
"3382","Aeshna cyanea","Aeshna cyanea Müller, 1764",9.254983,48.957104,NA,"DE",NA,11,8,2019,2019-08-11,NA
"3383","Aeshna cyanea","Aeshna cyanea Müller, 1764",10.758775,53.664707,NA,"DE",NA,7,8,2019,2019-08-07,NA
"3384","Aeshna cyanea","Aeshna cyanea Müller, 1764",13.616406,52.495544,NA,"DE",NA,9,8,2019,2019-08-09,NA
"3385","Aeshna cyanea","Aeshna cyanea Müller, 1764",11.66679,48.018288,NA,"DE",NA,9,8,2019,2019-08-09,NA
"3386","Aeshna cyanea","Aeshna cyanea Müller, 1764",6.70063,50.90498,NA,"DE",NA,17,8,2019,2019-08-17,NA
"3387","Aeshna cyanea","Aeshna cyanea Müller, 1764",10.175657,53.642906,NA,"DE",NA,4,8,2019,2019-08-04,NA
"3388","Aeshna cyanea","Aeshna cyanea Müller, 1764",10.718726,49.644699,NA,"DE",NA,11,8,2019,2019-08-11,NA
"3389","Aeshna cyanea","Aeshna cyanea Müller, 1764",10.295905,50.420147,NA,"DE",NA,12,8,2019,2019-08-12,NA
"3390","Aeshna cyanea","Aeshna cyanea Müller, 1764",7.559536,50.390018,NA,"DE",NA,10,8,2019,2019-08-10,NA
"3391","Aeshna cyanea","Aeshna cyanea Müller, 1764",12.094575,54.075531,NA,"DE",NA,10,8,2019,2019-08-10,NA
"3392","Aeshna cyanea","Aeshna cyanea Müller, 1764",9.465652,48.165482,NA,"DE",NA,7,8,2019,2019-08-07,NA
"3393","Aeshna cyanea","Aeshna cyanea Müller, 1764",9.177139,48.090954,NA,"DE",NA,11,8,2019,2019-08-11,NA
"3394","Aeshna cyanea","Aeshna cyanea Müller, 1764",7.811973,47.975227,NA,"DE",NA,9,8,2019,2019-08-09,NA
"3395","Aeshna cyanea","Aeshna cyanea Müller, 1764",11.327008,50.85331,NA,"DE",NA,11,8,2019,2019-08-11,NA
"3396","Aeshna cyanea","Aeshna cyanea Müller, 1764",9.715345,52.43671,NA,"DE",NA,11,8,2019,2019-08-11,NA
"3397","Aeshna cyanea","Aeshna cyanea Müller, 1764",12.994028,50.982338,NA,"DE",NA,11,8,2019,2019-08-11,NA
"3398","Aeshna cyanea","Aeshna cyanea Müller, 1764",11.456946,49.223953,NA,"DE",NA,16,8,2019,2019-08-16,NA
"3399","Aeshna cyanea","Aeshna cyanea Müller, 1764",11.147738,47.842678,NA,"DE",NA,18,8,2019,2019-08-18,NA
"3400","Aeshna cyanea","Aeshna cyanea Müller, 1764",13.909333,52.212166,NA,"DE",NA,7,8,2019,2019-08-07,NA
"3401","Aeshna cyanea","Aeshna cyanea Müller, 1764",9.192705,48.872601,NA,"DE",NA,4,8,2019,2019-08-04,NA
"3402","Aeshna cyanea","Aeshna cyanea Müller, 1764",11.818833,51.13588,NA,"DE",NA,12,8,2019,2019-08-12,NA
"3403","Aeshna cyanea","Aeshna cyanea Müller, 1764",8.616975,51.605335,NA,"DE",NA,5,8,2019,2019-08-05,NA
"3404","Aeshna cyanea","Aeshna cyanea Müller, 1764",10.199966,48.6432,NA,"DE",NA,8,8,2019,2019-08-08,NA
